Name,2018,2019,2020,2021,2022,2023,2024,2025
E-MART INC - TOTAL DEBT % COMMON EQUITY,53.86,84.84,83.87,106.97,105.35,108,119.36,NA
E-MART INC - TOTAL DEBT % TOTAL CAPITAL/STD,33.11,41.95,41.72,46.78,46.53,47.05,48.47,NA
E-MART INC - BOOK VALUE-OUT SHARES-FISCAL,279690.547,297838.201,307666.025,354852.901,403488.147,412667.483,387876.512,NA
E-MART INC - PRICE TO BOOK VAL,1,0.6,0.36,0.48,0.34,0.25,0.17,0.22
MISTO HOLDINGS - RETURN ON ASSETS,5.7,8.87,4.34,6.34,8.43,1.88,2.83,NA
MISTO HOLDINGS - TOTAL DEBT % COMMON EQUITY,99.08,84.64,77.57,51.08,68.68,78.14,85.75,NA
MISTO HOLDINGS - TOTAL DEBT % TOTAL CAPITAL/STD,39.48,37,35.05,26.29,33.36,36.86,38.59,NA
MISTO HOLDINGS - BOOK VALUE-OUT SHARES-FISCAL,16226.404,20545.381,21506.25,26806.271,31226.179,31751.921,34478.899,NA
MISTO HOLDINGS - PRICE TO BOOK VAL,1.47,3.81,1.58,1.61,1.04,1.1,1.11,1.06
LS ELECTRIC CO - RETURN ON ASSETS,6.32,4.73,3.78,3.63,3.46,6.84,6.69,NA
LS ELECTRIC CO - TOTAL DEBT % COMMON EQUITY,47.14,45.63,44.49,48.34,58.08,57.69,66.71,NA
LS ELECTRIC CO - TOTAL DEBT % TOTAL CAPITAL/STD,31.99,31.3,30.76,32.71,36.8,36.43,39.36,NA
LS ELECTRIC CO - BOOK VALUE-OUT SHARES-FISCAL,44143.507,46396.934,48132.909,50524.52,52919.06,58344.709,61908.359,NA
LS ELECTRIC CO - PRICE TO BOOK VAL,1.37,1.08,0.8,1.21,0.83,1,2.06,2.7
HYUNDAI GLOVIS - RETURN ON ASSETS,5.82,6.1,6.41,7.28,9.78,8.3,7.79,NA
HYUNDAI GLOVIS - TOTAL DEBT % COMMON EQUITY,41.32,59.14,61.58,52.86,50.26,44.94,46.61,NA
HYUNDAI GLOVIS - TOTAL DEBT % TOTAL CAPITAL/STD,29.24,37.16,38.1,34.54,33.41,30.93,31.7,NA
HYUNDAI GLOVIS - BOOK VALUE-OUT SHARES-FISCAL,56802.264,62270.437,67539.293,77366.029,91546.764,103404.908,116975.357,NA
HYUNDAI GLOVIS - PRICE TO BOOK VAL,1.59,1.13,0.78,1.17,1.04,0.77,0.75,0.91
GS RET - RETURN ON ASSETS,2.79,3.06,3.11,10.5,0.93,0.74,1.27,NA
GS RET - TOTAL DEBT % COMMON EQUITY,51.08,135.33,128.11,71,80.35,81.04,89.3,NA
GS RET - TOTAL DEBT % TOTAL CAPITAL/STD,30.26,53.56,52.54,39.11,41.96,42.16,46.78,NA
GS RET - BOOK VALUE-OUT SHARES-FISCAL,33547.552,34928.044,37027.237,49267.493,49026.732,48540.844,38375.226,NA
GS RET - PRICE TO BOOK VAL,1.29,1.37,1.06,0.96,0.74,0.73,0.44,0.37
GS HOLDINGS CORP - RETURN ON ASSETS,4.58,2.83,0.3,5.8,7.22,4.38,2.03,NA
GS HOLDINGS CORP - TOTAL DEBT % COMMON EQUITY,106.24,119.53,127.96,120.39,98.21,85.89,80.76,NA
GS HOLDINGS CORP - TOTAL DEBT % TOTAL CAPITAL/STD,46.13,49.08,49.82,46.56,42.54,39.58,38.09,NA
GS HOLDINGS CORP - BOOK VALUE-OUT SHARES-FISCAL,91301.543,95471.433,89830.255,110658.1,133802.635,144690.332,151437.839,NA
GS HOLDINGS CORP - PRICE TO BOOK VAL,0.67,0.56,0.44,0.35,0.33,0.28,0.32,0.24
LS CORPORATION - RETURN ON ASSETS,5.04,1.07,1.85,3.07,4.07,4.54,2.8,NA
LS CORPORATION - TOTAL DEBT % COMMON EQUITY,121.51,132.7,133.4,138.48,181.39,161.01,183.11,NA
LS CORPORATION - TOTAL DEBT % TOTAL CAPITAL/STD,46.86,49.59,49.49,51.05,56.52,53.03,54.99,NA
LS CORPORATION - BOOK VALUE-OUT SHARES-FISCAL,113933.803,114028.123,117666.498,127726.76,144965.098,172544.76,167907.619,NA
LS CORPORATION - PRICE TO BOOK VAL,0.6,0.47,0.3,0.52,0.37,0.49,0.68,0.68
HYUNDAI MOBIS - RETURN ON ASSETS,4.58,5.26,3.32,4.79,4.77,6.23,6.66,NA
HYUNDAI MOBIS - TOTAL DEBT % COMMON EQUITY,8.82,9.28,9.89,9.95,9.64,6.77,7.71,NA
HYUNDAI MOBIS - TOTAL DEBT % TOTAL CAPITAL/STD,8.09,8.48,8.98,9.03,8.79,6.34,7.16,NA
HYUNDAI MOBIS - BOOK VALUE-OUT SHARES-FISCAL,323444.054,346006.785,359401.085,387412.654,411530.131,448162.558,509232.723,NA
HYUNDAI MOBIS - PRICE TO BOOK VAL,0.81,0.65,0.5,0.79,0.51,0.49,0.49,0.46
HANON SYSTEMS - RETURN ON ASSETS,6.32,6.1,2.49,4.85,0.58,1.4,1.09,NA
HANON SYSTEMS - TOTAL DEBT % COMMON EQUITY,82.09,123.33,161.97,158.87,191.42,174.83,176.86,NA
HANON SYSTEMS - TOTAL DEBT % TOTAL CAPITAL/STD,43.96,53.91,60.5,60.05,64.36,62.31,62.73,NA
HANON SYSTEMS - BOOK VALUE-OUT SHARES-FISCAL,3815.531,4152.823,3967.651,4390.807,4189.88,4444.137,4204.748,NA
HANON SYSTEMS - PRICE TO BOOK VAL,2.96,2.9,2.29,4.15,2.69,1.97,1.35,0.78
HDC HY - RETURN ON ASSETS,NA,9.54,4.75,3.21,1.14,2.96,2.83,NA
HDC HY - TOTAL DEBT % COMMON EQUITY,39.38,27.74,65.44,62.63,89.92,72.48,76.26,NA
HDC HY - TOTAL DEBT % TOTAL CAPITAL/STD,28.26,21.72,39.55,38.45,47.28,42.02,43.27,NA
HDC HY - BOOK VALUE-OUT SHARES-FISCAL,36740.911,44457.571,41625.55,43665.076,43919.086,46876.244,48536.979,NA
HDC HY - PRICE TO BOOK VAL,NA,0.94,0.44,0.67,0.33,0.25,0.36,0.44
HYUNDAI ENGINEERING - RETURN ON ASSETS,2.42,2.62,0.94,2.4,2.18,2.63,-0.27,NA
HYUNDAI ENGINEERING - TOTAL DEBT % COMMON EQUITY,38.36,39.96,39.11,31.32,23.86,29.46,41.83,NA
HYUNDAI ENGINEERING - TOTAL DEBT % TOTAL CAPITAL/STD,22.5,23.4,22.83,19.34,15.6,18.65,25.77,NA
HYUNDAI ENGINEERING - BOOK VALUE-OUT SHARES-FISCAL,56292.812,59778.194,59501.813,64199.872,68380.444,72383.399,71393.802,NA
HYUNDAI ENGINEERING - PRICE TO BOOK VAL,0.76,0.92,0.52,0.7,0.66,0.53,0.46,0.53
HYUNDAI DEPARTMENT - RETURN ON ASSETS,3.63,2.84,1.13,2.49,1.88,0.26,0.58,NA
HYUNDAI DEPARTMENT - TOTAL DEBT % COMMON EQUITY,12.08,21.98,46.15,40.74,66.06,63.66,55.39,NA
HYUNDAI DEPARTMENT - TOTAL DEBT % TOTAL CAPITAL/STD,9.37,15.77,28.12,25.63,32.23,31.17,28.08,NA
HYUNDAI DEPARTMENT - BOOK VALUE-OUT SHARES-FISCAL,183200.991,190026.963,193151.362,202282.961,209759.92,204414.505,201113.339,NA
HYUNDAI DEPARTMENT - PRICE TO BOOK VAL,0.5,0.52,0.33,0.44,0.36,0.26,0.25,0.28
HYUNDAI MOTOR CO - RETURN ON ASSETS,0.96,1.74,0.88,2.36,3.2,4.66,4.19,NA
HYUNDAI MOTOR CO - TOTAL DEBT % COMMON EQUITY,107.83,117.23,132.65,145.02,137.58,136.01,144.59,NA
HYUNDAI MOTOR CO - TOTAL DEBT % TOTAL CAPITAL/STD,49.8,51.82,54.7,56.83,55.49,55.27,56.74,NA
HYUNDAI MOTOR CO - BOOK VALUE-OUT SHARES-FISCAL,256422.288,267548.998,266967.773,289608.863,315142.011,351861.471,413567.997,NA
HYUNDAI MOTOR CO - PRICE TO BOOK VAL,0.58,0.48,0.37,0.79,0.57,0.55,0.58,0.43
HANSSEM CO. - RETURN ON ASSETS,9.84,4.49,5.83,4.88,-5.33,-4.64,15.89,NA
HANSSEM CO. - TOTAL DEBT % COMMON EQUITY,11.12,48.51,39.31,42.74,59.45,78.76,97.51,NA
HANSSEM CO. - TOTAL DEBT % TOTAL CAPITAL/STD,10,31.94,27.53,29.93,37.29,44.06,49.37,NA
HANSSEM CO. - BOOK VALUE-OUT SHARES-FISCAL,32580.548,33892.291,35472.355,36699.081,28309.501,20800.305,21279.311,NA
HANSSEM CO. - PRICE TO BOOK VAL,4.57,2.95,1.71,3.42,2.73,2.3,2.18,1.86
#ERROR,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,
HANA FINANCIAL GROUP - TOTAL DEBT % COMMON EQUITY,240.41,246.24,270.61,277.8,294.53,297.6,300.34,NA
HANA FINANCIAL GROUP - TOTAL DEBT % TOTAL CAPITAL/STD,70.07,70.47,72.41,72.75,74.09,74.41,74.6,NA
HANA FINANCIAL GROUP - BOOK VALUE-OUT SHARES-FISCAL,84761.168,92192.178,98454.568,108354.367,113634.826,124080.592,137082.021,NA
HANA FINANCIAL GROUP - PRICE TO BOOK VAL,0.5,0.42,0.26,0.38,0.41,0.33,0.42,0.4
HYUNDAI HOME - RETURN ON ASSETS,7.6,3.75,4.61,4.03,3.47,4.84,4.14,NA
HYUNDAI HOME - TOTAL DEBT % COMMON EQUITY,13.77,14.61,19.46,10.2,14.08,15.53,18.34,NA
HYUNDAI HOME - TOTAL DEBT % TOTAL CAPITAL/STD,12.1,12.75,16.29,9.26,12.34,11.01,9.47,NA
HYUNDAI HOME - BOOK VALUE-OUT SHARES-FISCAL,144125.203,148170.924,157025.524,164431.656,171102.559,179810.031,191165.633,NA
HYUNDAI HOME - PRICE TO BOOK VAL,0.73,0.71,0.39,0.49,0.35,0.27,0.31,0.25
HJSC - RETURN ON ASSETS,-34.11,16.41,5.84,-4.05,-0.27,-2.7,1.85,NA
HJSC - TOTAL DEBT % COMMON EQUITY,-236.3,457.2,274.26,201.64,218.35,226.44,162.33,NA
HJSC - TOTAL DEBT % TOTAL CAPITAL/STD,173.46,82.06,73.28,66.85,68.59,69.36,61.88,NA
HJSC - BOOK VALUE-OUT SHARES-FISCAL,-33373.481,2943.424,3843.73,5188.923,4624.279,4092.708,4124.593,NA
HJSC - PRICE TO BOOK VAL,-0.47,2.02,1.19,1.45,1.69,0.85,0.74,2
HANKOOK TECH - RETURN ON ASSETS,6.18,4.33,4.65,5.05,4.02,4.48,7.49,NA
HANKOOK TECH - TOTAL DEBT % COMMON EQUITY,2.74,2.31,3.55,3.95,4.79,8.45,7.21,NA
HANKOOK TECH - TOTAL DEBT % TOTAL CAPITAL/STD,2.6,2.2,3.32,3.8,4.57,7.79,6.72,NA
HANKOOK TECH - BOOK VALUE-OUT SHARES-FISCAL,34345.863,35778.907,36963.133,39349.293,40622.318,42406.78,47011.831,NA
HANKOOK TECH - PRICE TO BOOK VAL,0.53,0.47,0.29,0.47,0.35,0.28,0.35,0.3
MERITZ SECURITIES CO - RETURN ON ASSETS,2.65,2.63,2.11,2.17,2.63,NA,NA,NA
MERITZ SECURITIES CO - TOTAL DEBT % COMMON EQUITY,609.75,656.75,627.46,744.1,673.12,NA,NA,NA
MERITZ SECURITIES CO - TOTAL DEBT % TOTAL CAPITAL/STD,85.13,86.15,85.5,87.64,86.54,NA,NA,NA
MERITZ SECURITIES CO - BOOK VALUE-OUT SHARES-FISCAL,5798.23,6303.763,6738.536,7540.489,8320.772,NA,NA,NA
MERITZ SECURITIES CO - PRICE TO BOOK VAL,0.7,0.8,0.43,0.61,0.81,0.73,0.73,0.73
HMM CO LTD - RETURN ON ASSETS,-16.16,-3.24,6.36,41.76,47.86,4.28,13.13,NA
HMM CO LTD - TOTAL DEBT % COMMON EQUITY,-671.44,-528.91,-589.88,110.71,36.42,23.82,18.78,NA
HMM CO LTD - TOTAL DEBT % TOTAL CAPITAL/STD,117.14,123.11,120.39,52.54,26.69,19.24,15.81,NA
HMM CO LTD - BOOK VALUE-OUT SHARES-FISCAL,-1882.285,-4675.848,-4874.183,15698.924,36820.012,28676.619,30797.766,NA
HMM CO LTD - PRICE TO BOOK VAL,-2.54,-0.83,-0.67,1.9,0.72,0.7,0.51,0.63
HANDSOME - RETURN ON ASSETS,6.26,6.73,6.3,7.77,7.89,5.32,2.88,NA
HANDSOME - TOTAL DEBT % COMMON EQUITY,6.52,2.3,4.19,1.66,4.66,3.79,6.2,NA
HANDSOME - TOTAL DEBT % TOTAL CAPITAL/STD,6.12,2.25,4.01,1.63,4.45,3.66,5.84,NA
HANDSOME - BOOK VALUE-OUT SHARES-FISCAL,45258.76,47590.97,51075.431,56340.683,60819.21,63583.505,65470.028,NA
HANDSOME - PRICE TO BOOK VAL,0.73,0.93,0.44,0.74,0.57,0.4,0.3,0.22
HD HYUNDAI MIPO - RETURN ON ASSETS,1.69,1.8,-0.36,-4.28,-0.94,-2.76,2.49,NA
HD HYUNDAI MIPO - TOTAL DEBT % COMMON EQUITY,12.36,9.95,10.12,8.28,5.59,30.07,12.49,NA
HD HYUNDAI MIPO - TOTAL DEBT % TOTAL CAPITAL/STD,10.88,8.92,9.05,7.52,5.2,22.72,10.83,NA
HD HYUNDAI MIPO - BOOK VALUE-OUT SHARES-FISCAL,57405.323,58105.711,58332.629,54248.717,53525.157,49395.877,51352.736,NA
HD HYUNDAI MIPO - PRICE TO BOOK VAL,0.8,1.02,0.54,1.2,1.42,1.38,1.17,2.52
HANMI SCIENCE CO - RETURN ON ASSETS,2.06,3.54,2.61,4.77,7.07,10.63,5.41,NA
HANMI SCIENCE CO - TOTAL DEBT % COMMON EQUITY,3.06,7.03,7.81,8.18,27.87,28.21,27.01,NA
HANMI SCIENCE CO - TOTAL DEBT % TOTAL CAPITAL/STD,2.97,6.57,7.24,7.56,21.8,22,21.31,NA
HANMI SCIENCE CO - BOOK VALUE-OUT SHARES-FISCAL,9703.45,9594.716,9790.098,10261.187,10871.823,11621.375,12418.889,NA
HANMI SCIENCE CO - PRICE TO BOOK VAL,9.01,7.34,2.65,5.55,3.91,3.86,2.86,2.28
HYUNDAI M & F INS. - RETURN ON ASSETS,0.98,0.67,0.76,0.93,1.2,1.73,2.15,NA
HYUNDAI M & F INS. - TOTAL DEBT % COMMON EQUITY,48.23,47.73,40.55,44.05,38.43,16.84,39.1,NA
HYUNDAI M & F INS. - TOTAL DEBT % TOTAL CAPITAL/STD,30.78,29.34,25.9,29.07,31.53,15.96,37.4,NA
HYUNDAI M & F INS. - BOOK VALUE-OUT SHARES-FISCAL,42004.668,43772.244,46732.163,53372.125,56971.248,87063.971,97022.419,NA
HYUNDAI M & F INS. - PRICE TO BOOK VAL,0.85,0.88,0.51,0.43,0.58,0.38,0.31,0.21
LOTTE CHEMICAL CORP - RETURN ON ASSETS,8.14,3.89,1.19,6.68,0.85,1.1,-3.85,NA
LOTTE CHEMICAL CORP - TOTAL DEBT % COMMON EQUITY,37.59,27.5,26.26,25.44,43.78,64.43,74.3,NA
LOTTE CHEMICAL CORP - TOTAL DEBT % TOTAL CAPITAL/STD,26.11,20.54,19.74,19.17,26.8,33.1,34.79,NA
LOTTE CHEMICAL CORP - BOOK VALUE-OUT SHARES-FISCAL,353895.245,366947.599,357002.096,400457.016,404799.665,368607.507,340367.399,NA
LOTTE CHEMICAL CORP - PRICE TO BOOK VAL,1.15,0.78,0.49,0.7,0.44,0.5,0.33,0.17
HANMI PHARMACEUTICAL - RETURN ON ASSETS,2.39,4.15,1.73,4.4,5.53,9.46,7.75,NA
HANMI PHARMACEUTICAL - TOTAL DEBT % COMMON EQUITY,89.76,117.65,109.89,87.64,77.8,59.96,45.78,NA
HANMI PHARMACEUTICAL - TOTAL DEBT % TOTAL CAPITAL/STD,44.44,50.88,49.09,43.12,40.2,34.24,28.59,NA
HANMI PHARMACEUTICAL - BOOK VALUE-OUT SHARES-FISCAL,56243.074,57932.619,58480.263,64394.746,70009.395,76793.587,85557.968,NA
HANMI PHARMACEUTICAL - PRICE TO BOOK VAL,8.83,6.93,4.11,4.82,3.77,4.17,3.66,2.84
HD KOREA SHIP - RETURN ON ASSETS,-1.32,1.39,-2.6,-3,-0.19,1.41,4.06,NA
HD KOREA SHIP - TOTAL DEBT % COMMON EQUITY,37.8,46.22,59.04,53.37,43.66,40.53,17.11,NA
HD KOREA SHIP - TOTAL DEBT % TOTAL CAPITAL/STD,25.45,29.26,34.14,29.76,25.62,24.5,11.83,NA
HD KOREA SHIP - BOOK VALUE-OUT SHARES-FISCAL,161969.775,163571.564,154229.695,139385.005,137382.026,140051.507,156960.831,NA
HD KOREA SHIP - PRICE TO BOOK VAL,0.78,0.72,0.55,0.92,0.61,0.55,0.74,1.41
HANWHA SOLUTIONS - RETURN ON ASSETS,1.92,-0.07,3.02,4.15,2.32,0.87,-3.13,NA
HANWHA SOLUTIONS - TOTAL DEBT % COMMON EQUITY,96.78,115.63,102.04,78.42,86.68,122.03,156.74,NA
HANWHA SOLUTIONS - TOTAL DEBT % TOTAL CAPITAL/STD,48.6,53.26,50.32,43.79,43.83,51.48,58.03,NA
HANWHA SOLUTIONS - BOOK VALUE-OUT SHARES-FISCAL,39964.702,37967.882,39797.413,47609.246,52592.718,46264.477,51609.495,NA
HANWHA SOLUTIONS - PRICE TO BOOK VAL,0.8,0.65,0.38,1.13,0.73,1.12,0.52,0.4
HDC HOLDINGS CO LTD - RETURN ON ASSETS,19.15,7.65,2.18,1.56,0.21,1.55,2.05,NA
HDC HOLDINGS CO LTD - TOTAL DEBT % COMMON EQUITY,39.81,56.85,137.37,127.94,158.95,145.51,162.73,NA
HDC HOLDINGS CO LTD - TOTAL DEBT % TOTAL CAPITAL/STD,26.58,34.22,41.45,38.87,44.29,42.82,45.74,NA
HDC HOLDINGS CO LTD - BOOK VALUE-OUT SHARES-FISCAL,33407.908,37525.304,40842.374,43552.35,44094.255,49803.74,52784.254,NA
HDC HOLDINGS CO LTD - PRICE TO BOOK VAL,0.97,0.51,0.21,0.29,0.16,0.14,0.16,0.31
SK HYNIX INC - RETURN ON ASSETS,28.92,3.47,7.32,11.76,2.54,-7.62,19.5,NA
SK HYNIX INC - TOTAL DEBT % COMMON EQUITY,11.42,24.46,24.85,30.81,39.19,60.74,34.44,NA
SK HYNIX INC - TOTAL DEBT % TOTAL CAPITAL/STD,10.25,19.65,19.9,23.54,28.15,37.79,25.61,NA
SK HYNIX INC - BOOK VALUE-OUT SHARES-FISCAL,68487.714,70070.598,75860.241,90394.42,92003.576,77752.187,107255.791,NA
SK HYNIX INC - PRICE TO BOOK VAL,1.19,1.12,1.11,1.55,1.21,1.18,1.76,1.69
IND BANK OF KOREA - RETURN ON ASSETS,1.28,1.2,0.97,1.02,1.35,2.01,1.97,NA
IND BANK OF KOREA - TOTAL DEBT % COMMON EQUITY,775.24,810.69,803.74,814,874.81,833.39,824.26,NA
IND BANK OF KOREA - TOTAL DEBT % TOTAL CAPITAL/STD,88.24,88.72,88.65,88.79,89.6,89.15,89.01,NA
IND BANK OF KOREA - BOOK VALUE-OUT SHARES-FISCAL,32344.147,33684.988,29063.949,31436.676,31488.252,34233.769,36880.235,NA
IND BANK OF KOREA - PRICE TO BOOK VAL,0.49,0.43,0.27,0.29,0.36,0.29,0.36,0.38
HYUNDAI STEEL CO - RETURN ON ASSETS,1.9,0.53,-0.29,4.67,3.5,2.24,1.17,NA
HYUNDAI STEEL CO - TOTAL DEBT % COMMON EQUITY,67.6,72.3,83.38,72.96,65.96,54.72,55.23,NA
HYUNDAI STEEL CO - TOTAL DEBT % TOTAL CAPITAL/STD,39.87,41.48,44.95,41.65,39.22,34.9,35.08,NA
HYUNDAI STEEL CO - BOOK VALUE-OUT SHARES-FISCAL,127187.717,128729.285,124256.725,135835.53,142260.286,145197.775,143815.356,NA
HYUNDAI STEEL CO - PRICE TO BOOK VAL,0.4,0.37,0.16,0.37,0.29,0.25,0.22,0.16
INNOCEAN WORLD - RETURN ON ASSETS,4.58,3.94,3.22,3.22,3.25,4.38,3.99,NA
INNOCEAN WORLD - TOTAL DEBT % COMMON EQUITY,0,17.74,15.4,13.79,13.4,18.91,25.14,NA
INNOCEAN WORLD - TOTAL DEBT % TOTAL CAPITAL/STD,0,14.78,13.13,11.93,11.52,15.52,19.62,NA
INNOCEAN WORLD - BOOK VALUE-OUT SHARES-FISCAL,18186.787,19092.101,19231.308,20501.318,21241.126,22770.76,25049.967,NA
INNOCEAN WORLD - PRICE TO BOOK VAL,1.77,1.8,1.44,1.5,1.17,0.89,0.86,0.68
JB FINANCIAL GROUP - RETURN ON ASSETS,0.84,1.03,1.04,1.17,1.36,1.44,1.66,NA
JB FINANCIAL GROUP - TOTAL DEBT % COMMON EQUITY,300.92,277.98,303.21,287.83,287.79,300.32,304.81,NA
JB FINANCIAL GROUP - TOTAL DEBT % TOTAL CAPITAL/STD,72.92,71.39,73.71,73.36,73.37,74.56,74.77,NA
JB FINANCIAL GROUP - BOOK VALUE-OUT SHARES-FISCAL,14320.118,15780.666,17254.568,19318.392,21477.712,24005.004,26612.972,NA
JB FINANCIAL GROUP - PRICE TO BOOK VAL,0.42,0.37,0.26,0.34,0.41,0.35,0.46,0.62
HITEJINRO CO LTD - RETURN ON ASSETS,1.24,0.14,3.64,2.82,3.3,1.86,4.05,NA
HITEJINRO CO LTD - TOTAL DEBT % COMMON EQUITY,92.14,114.09,103.16,97.96,87.85,97.85,97.41,NA
HITEJINRO CO LTD - TOTAL DEBT % TOTAL CAPITAL/STD,47.82,53.14,50.63,49.34,46.64,48.86,48.72,NA
HITEJINRO CO LTD - BOOK VALUE-OUT SHARES-FISCAL,16840.277,14957.954,15559.052,15833.137,16823.616,15869.96,16331.872,NA
HITEJINRO CO LTD - PRICE TO BOOK VAL,1.27,1.21,1.87,2.27,2.2,1.4,1.32,1.18
LG ELECTRONICS INC - RETURN ON ASSETS,3.73,0.39,5.09,2.5,2.85,1.93,1.24,NA
LG ELECTRONICS INC - TOTAL DEBT % COMMON EQUITY,76.61,78.57,69.84,63.18,63.93,73.81,72.6,NA
LG ELECTRONICS INC - TOTAL DEBT % TOTAL CAPITAL/STD,40.11,40.67,38.07,35.14,35.06,38.18,37.68,NA
LG ELECTRONICS INC - BOOK VALUE-OUT SHARES-FISCAL,79155.824,79582.429,85732.482,95690.741,105473.075,109208.628,116594.895,NA
LG ELECTRONICS INC - PRICE TO BOOK VAL,1.35,0.97,0.63,1.66,1.19,1.03,0.83,0.58
SILLAJEN INC - RETURN ON ASSETS,-26.03,-81.96,-78.77,-14.48,-19.45,-20.74,-21.89,NA
SILLAJEN INC - TOTAL DEBT % COMMON EQUITY,1.44,2,62.77,15.52,19.28,16.92,8.11,NA
SILLAJEN INC - TOTAL DEBT % TOTAL CAPITAL/STD,1.42,1.96,38.56,13.44,16.16,14.47,7.5,NA
SILLAJEN INC - BOOK VALUE-OUT SHARES-FISCAL,2188.867,794.63,296.043,973.022,710.886,516.138,960.123,NA
SILLAJEN INC - PRICE TO BOOK VAL,43.98,76.89,38.3,11.51,15.76,10.4,4.59,2.12
JVM CO LTD - RETURN ON ASSETS,4.73,3.32,5.57,4.43,7.22,11.13,11.07,NA
JVM CO LTD - TOTAL DEBT % COMMON EQUITY,18.26,15.67,19.22,17.24,20.11,17.46,15.8,NA
JVM CO LTD - TOTAL DEBT % TOTAL CAPITAL/STD,15.44,13.55,16.12,14.71,16.74,14.86,13.64,NA
JVM CO LTD - BOOK VALUE-OUT SHARES-FISCAL,10367.395,10586.288,11925.288,12457.927,13728.243,15583.674,17566.989,NA
JVM CO LTD - PRICE TO BOOK VAL,2.41,1.89,0.81,1.5,1.16,1.16,1.71,1.22
KOREAN AIR LINES CO - RETURN ON ASSETS,1.46,-0.02,1.21,3.33,7.36,4.98,4.56,NA
KOREAN AIR LINES CO - TOTAL DEBT % COMMON EQUITY,542.14,1152.08,642.78,198.61,123.9,114.98,185.59,NA
KOREAN AIR LINES CO - TOTAL DEBT % TOTAL CAPITAL/STD,83.85,91.41,86.03,66.11,54.52,52.73,63.92,NA
KOREAN AIR LINES CO - BOOK VALUE-OUT SHARES-FISCAL,19626.63,10622.908,11228.725,18539.383,24411.009,25855.275,28426.785,NA
KOREAN AIR LINES CO - PRICE TO BOOK VAL,1.17,2,1.19,1.46,1.27,0.89,0.74,0.74
DB INSURANCE CO LTD - RETURN ON ASSETS,1.15,0.78,1.05,1.51,1.66,3.46,3.49,NA
DB INSURANCE CO LTD - TOTAL DEBT % COMMON EQUITY,19.45,20.29,19.59,27.13,25.95,9.82,12.32,NA
DB INSURANCE CO LTD - TOTAL DEBT % TOTAL CAPITAL/STD,14.63,13.64,12.95,18.26,21.46,10.48,12.88,NA
DB INSURANCE CO LTD - BOOK VALUE-OUT SHARES-FISCAL,75510.766,79811.336,89831.834,100801.158,109373.457,223684.929,207544.634,NA
DB INSURANCE CO LTD - PRICE TO BOOK VAL,0.78,0.85,0.41,0.46,0.66,0.33,0.46,0.4
KIA CORP - RETURN ON ASSETS,2.55,3.7,2.92,7.74,7.97,11.58,11.44,NA
KIA CORP - TOTAL DEBT % COMMON EQUITY,24.53,23.12,34.88,27.55,19.69,8.87,6.44,NA
KIA CORP - TOTAL DEBT % TOTAL CAPITAL/STD,19.7,18.78,25.86,21.6,16.45,8.14,6.05,NA
KIA CORP - BOOK VALUE-OUT SHARES-FISCAL,67950.461,72277.073,74555.603,87073.406,98116.631,117495.161,141811.708,NA
KIA CORP - PRICE TO BOOK VAL,0.47,0.56,0.42,0.97,0.79,0.72,0.79,0.58
KOREA ELECTRIC POWER - RETURN ON ASSETS,0.3,-0.16,1.7,-1.66,-10,-0.16,2.92,NA
KOREA ELECTRIC POWER - TOTAL DEBT % COMMON EQUITY,87.92,108.08,107.29,133.2,307.73,383.43,341.31,NA
KOREA ELECTRIC POWER - TOTAL DEBT % TOTAL CAPITAL/STD,46.31,51.43,51.27,56.53,74.82,78.67,76.71,NA
KOREA ELECTRIC POWER - BOOK VALUE-OUT SHARES-FISCAL,108641.476,105140.335,107944.794,99334.234,63158.356,55836.525,62176.744,NA
KOREA ELECTRIC POWER - PRICE TO BOOK VAL,0.32,0.28,0.19,0.24,0.35,0.33,0.34,0.37
LOTTE FINE CHEMICAL - RETURN ON ASSETS,13.08,9.73,10.88,25.48,5.43,6.87,1.65,NA
LOTTE FINE CHEMICAL - TOTAL DEBT % COMMON EQUITY,5.89,5.96,1.15,1.02,0.95,0.93,8.38,NA
LOTTE FINE CHEMICAL - TOTAL DEBT % TOTAL CAPITAL/STD,5.56,5.62,1.12,0.97,0.94,0.92,7.73,NA
LOTTE FINE CHEMICAL - BOOK VALUE-OUT SHARES-FISCAL,54098.862,58622.413,64770.331,86322.336,90075.325,93569.126,92999.084,NA
LOTTE FINE CHEMICAL - PRICE TO BOOK VAL,1.28,0.88,0.51,0.73,0.96,0.63,0.49,0.34
KB FINANCIAL GROUP - RETURN ON ASSETS,0.93,0.93,0.84,0.87,0.93,1.31,1.31,NA
KB FINANCIAL GROUP - TOTAL DEBT % COMMON EQUITY,241.69,235.21,281.42,286.31,330.95,278.21,284.62,NA
KB FINANCIAL GROUP - TOTAL DEBT % TOTAL CAPITAL/STD,70.73,69.85,73.38,73.76,76.28,72.84,73.3,NA
KB FINANCIAL GROUP - BOOK VALUE-OUT SHARES-FISCAL,90263.681,97873.081,104733.296,114523.688,112790.517,137052.968,141344.412,NA
KB FINANCIAL GROUP - PRICE TO BOOK VAL,0.65,0.46,0.32,0.46,0.53,0.34,0.48,0.53
DOOSAN ENERBILITY - RETURN ON ASSETS,-0.08,0.46,-2.47,3.01,-2.22,1.2,1.24,NA
